Date,Open,High,Low,Close,Adj Close,Volume
2009-02-05,5750.000000,6250.000000,5750.000000,5750.000000,3887.080811,4
2009-02-06,5800.000000,5950.000000,5750.000000,5800.000000,3920.881836,4
2009-02-09,5900.000000,5900.000000,5400.000000,5550.000000,3751.876953,369000
2009-02-10,5400.000000,5550.000000,5350.000000,5400.000000,3650.474854,4
2009-02-11,5400.000000,5550.000000,5300.000000,5400.000000,3650.474854,4
2009-02-12,5350.000000,5500.000000,5350.000000,5350.000000,3616.675049,182500
2009-02-13,5650.000000,5700.000000,5450.000000,5650.000000,3819.479004,4
2009-02-16,5750.000000,5800.000000,5600.000000,5750.000000,3887.080811,4
2009-02-17,5600.000000,5700.000000,5600.000000,5600.000000,3785.679199,4
2009-02-18,5600.000000,5650.000000,5550.000000,5600.000000,3785.679199,4
2009-02-19,5700.000000,5900.000000,5550.000000,5700.000000,3853.280029,4
2009-02-20,5650.000000,5750.000000,5650.000000,5650.000000,3819.479004,4
2009-02-23,5300.000000,5550.000000,5300.000000,5300.000000,3582.874023,4
2009-02-24,5400.000000,5500.000000,5300.000000,5400.000000,3650.474854,4
2009-02-25,5250.000000,5450.000000,5200.000000,5250.000000,3549.073975,4
2009-02-26,5200.000000,5250.000000,5100.000000,5200.000000,3515.272949,4
2009-02-27,5200.000000,5250.000000,5100.000000,5200.000000,3515.272949,4
2009-03-02,5000.000000,5200.000000,5000.000000,5000.000000,3380.070068,4
2009-03-03,4950.000000,5200.000000,4950.000000,5200.000000,3515.272949,84500
2009-03-04,5150.000000,5200.000000,5050.000000,5150.000000,3481.471680,4
2009-03-05,5100.000000,5150.000000,5100.000000,5100.000000,3447.671143,4
2009-03-06,5000.000000,5050.000000,5000.000000,5000.000000,3380.070068,4
2009-03-10,5000.000000,5300.000000,4925.000000,5300.000000,3582.874023,594500
2009-03-11,5150.000000,5400.000000,5150.000000,5150.000000,3481.471680,4
2009-03-12,5200.000000,5250.000000,5200.000000,5200.000000,3515.272949,4
2009-03-13,5500.000000,5550.000000,5250.000000,5500.000000,3718.076416,4
2009-03-16,5550.000000,5650.000000,5500.000000,5550.000000,3751.876953,4
2009-03-17,5450.000000,5450.000000,5400.000000,5450.000000,3684.276123,62500
2009-03-18,5250.000000,5450.000000,5250.000000,5250.000000,3549.073975,4
2009-03-19,5250.000000,5300.000000,5100.000000,5150.000000,3481.471680,1222000
2009-03-20,5250.000000,5350.000000,5200.000000,5250.000000,3549.073975,4
2009-03-23,5500.000000,5600.000000,5200.000000,5500.000000,3718.076416,4
2009-03-24,5650.000000,5950.000000,5650.000000,5650.000000,3819.479004,1541500
2009-03-25,5650.000000,5700.000000,5600.000000,5650.000000,3819.479004,378500
2009-03-27,5850.000000,5900.000000,5750.000000,5850.000000,3954.681641,4
2009-03-30,5850.000000,5950.000000,5800.000000,5850.000000,3954.681641,4
2009-03-31,5900.000000,6000.000000,5800.000000,5900.000000,3988.482422,4
2009-04-01,6000.000000,6000.000000,5900.000000,6000.000000,4056.083252,4
2009-04-02,6300.000000,6450.000000,6000.000000,6300.000000,4258.887695,4
2009-04-03,6150.000000,6400.000000,6150.000000,6150.000000,4157.485352,4
2009-04-06,6500.000000,6550.000000,6250.000000,6500.000000,4394.091309,4
2009-04-07,6450.000000,6600.000000,6450.000000,6450.000000,4360.289551,4
2009-04-08,6250.000000,6450.000000,6200.000000,6250.000000,4225.087891,4
2009-04-09,6250.000000,6250.000000,6250.000000,6250.000000,4225.087891,0
2009-04-13,6400.000000,6500.000000,6350.000000,6400.000000,4326.489258,4
2009-04-14,6350.000000,6450.000000,6250.000000,6350.000000,4292.688965,4
2009-04-15,6400.000000,6400.000000,6250.000000,6400.000000,4326.489258,4
2009-04-16,6350.000000,6400.000000,6300.000000,6350.000000,4292.688965,4
2009-04-17,6350.000000,6400.000000,6300.000000,6400.000000,4326.489258,461000
2009-04-20,6350.000000,6500.000000,6350.000000,6350.000000,4292.688965,159500
2009-04-22,6350.000000,6400.000000,6350.000000,6350.000000,4292.688965,4
2009-04-23,6200.000000,6200.000000,6200.000000,6200.000000,4191.288086,74500
2009-04-24,6250.000000,6300.000000,6200.000000,6250.000000,4225.087891,4
2009-04-27,6250.000000,6300.000000,6200.000000,6250.000000,4225.087891,178500
2009-04-28,6100.000000,6250.000000,6050.000000,6100.000000,4123.685059,4
2009-04-29,6100.000000,6450.000000,6100.000000,6450.000000,4360.289551,450500
2009-04-30,6450.000000,7550.000000,6450.000000,7450.000000,5036.304688,2613000
2009-05-01,7650.000000,7700.000000,7200.000000,7650.000000,5171.506836,4
2009-05-04,7900.000000,7950.000000,7750.000000,7900.000000,5340.510254,4
2009-05-05,8000.000000,8050.000000,7850.000000,8000.000000,5408.111816,750500
2009-05-06,7800.000000,8000.000000,7800.000000,7800.000000,5272.908203,4
2009-05-07,7950.000000,8050.000000,7950.000000,7950.000000,5374.311523,4
2009-05-08,8250.000000,8300.000000,7900.000000,8250.000000,5577.115723,4
2009-05-11,8000.000000,8400.000000,7900.000000,8000.000000,5408.111816,4
2009-05-12,8100.000000,8200.000000,8000.000000,8100.000000,5475.714355,4
2009-05-13,8400.000000,8450.000000,8150.000000,8400.000000,5678.517578,4
2009-05-14,7950.000000,8250.000000,7900.000000,7950.000000,5374.311523,4
2009-05-15,8250.000000,8250.000000,8050.000000,8250.000000,5577.115723,4
2009-05-18,8200.000000,8850.000000,8200.000000,8700.000000,5881.322754,1577500
2009-05-19,8850.000000,10250.000000,8850.000000,10150.000000,6861.541992,4915000
2009-05-20,10000.000000,10100.000000,9700.000000,10000.000000,6760.140137,4
2009-05-21,10000.000000,10000.000000,10000.000000,10000.000000,6760.140137,0
2009-05-22,9500.000000,10300.000000,9400.000000,10000.000000,6760.140137,2114500
2009-05-25,10050.000000,10050.000000,9900.000000,10050.000000,6793.939453,4
2009-05-26,10350.000000,10600.000000,10050.000000,10350.000000,6996.745117,4
2009-05-27,10400.000000,10500.000000,10250.000000,10400.000000,7030.545898,1873500
2009-05-28,10500.000000,12000.000000,10500.000000,11500.000000,7774.161621,2257500
2009-05-29,11350.000000,11600.000000,11350.000000,11350.000000,7672.757813,4
2009-06-01,11250.000000,12000.000000,11200.000000,11250.000000,7605.156250,4
2009-06-02,11350.000000,11700.000000,11000.000000,11350.000000,7672.757813,4
2009-06-03,11050.000000,11450.000000,10700.000000,11050.000000,7469.956055,4
2009-06-04,11100.000000,11150.000000,10800.000000,11100.000000,7503.753906,4
2009-06-05,11100.000000,11200.000000,11000.000000,11100.000000,7503.753906,4
2009-06-08,11100.000000,11500.000000,11050.000000,11100.000000,7503.753906,1387500
2009-06-09,11500.000000,11500.000000,11050.000000,11500.000000,7774.161621,4
2009-06-10,11500.000000,11550.000000,11300.000000,11500.000000,7774.161621,2817500
2009-06-11,11300.000000,11600.000000,11300.000000,11300.000000,7638.958008,4
2009-06-12,11600.000000,11600.000000,11400.000000,11600.000000,7841.763672,4
2009-06-15,11050.000000,11500.000000,11000.000000,11050.000000,7469.956055,4
2009-06-16,11400.000000,11400.000000,10800.000000,11400.000000,7706.560059,4
2009-06-17,11400.000000,12050.000000,11250.000000,12050.000000,8145.968750,2821000
2009-06-18,11750.000000,12350.000000,11500.000000,11750.000000,7943.165527,4
2009-06-19,12300.000000,12300.000000,11000.000000,12300.000000,8314.970703,4
2009-06-22,11900.000000,12450.000000,11900.000000,11900.000000,8044.565918,4
2009-06-23,11600.000000,12050.000000,11600.000000,11600.000000,7841.763672,4
2009-06-24,11600.000000,11700.000000,11350.000000,11600.000000,7841.763672,4
2009-06-25,12000.000000,12000.000000,11600.000000,12000.000000,8112.166504,4
2009-06-26,11650.000000,12200.000000,11650.000000,11650.000000,7875.562988,4
2009-06-29,12450.000000,12700.000000,11850.000000,12450.000000,8416.373047,4
2009-06-30,12550.000000,12750.000000,12000.000000,12550.000000,8483.975586,4
2009-07-01,12350.000000,12550.000000,12250.000000,12350.000000,8348.772461,4
2009-07-02,12400.000000,12450.000000,12100.000000,12250.000000,8281.170898,299500
2009-07-03,12250.000000,12600.000000,11800.000000,12250.000000,8281.170898,4
2009-07-06,12050.000000,12100.000000,11950.000000,12050.000000,8145.968750,4
2009-07-07,12050.000000,12200.000000,12000.000000,12050.000000,8145.968750,4
2009-07-08,12050.000000,12050.000000,12050.000000,12050.000000,8145.968750,0
2009-07-09,12450.000000,12650.000000,12050.000000,12450.000000,8416.373047,4
2009-07-10,12450.000000,12800.000000,12350.000000,12500.000000,8450.175781,1043500
2009-07-13,12000.000000,12500.000000,11750.000000,12000.000000,8112.166504,4
2009-07-14,12700.000000,12700.000000,12000.000000,12700.000000,8585.377930,4
2009-07-15,12650.000000,13700.000000,12500.000000,13500.000000,9384.824219,2361500
2009-07-16,14000.000000,15100.000000,13800.000000,14000.000000,9732.412109,4
2009-07-17,14050.000000,14350.000000,13900.000000,14050.000000,9767.169922,4
2009-07-20,14050.000000,14050.000000,14050.000000,14050.000000,9767.169922,0
2009-07-21,13700.000000,14100.000000,13650.000000,13700.000000,9523.858398,4
2009-07-22,13300.000000,13700.000000,13150.000000,13300.000000,9245.791992,4
2009-07-23,13650.000000,14050.000000,13400.000000,13650.000000,9489.101563,4
2009-07-24,13850.000000,14200.000000,13700.000000,13850.000000,9628.134766,4
2009-07-27,13800.000000,14000.000000,13700.000000,13800.000000,9593.376953,4
2009-07-28,13400.000000,13850.000000,13200.000000,13400.000000,9315.307617,4
2009-07-29,13150.000000,13450.000000,13000.000000,13150.000000,9141.515625,4
2009-07-30,13200.000000,14050.000000,13150.000000,14000.000000,9732.412109,2879000
2009-07-31,14100.000000,14200.000000,13900.000000,14100.000000,9801.926758,4
2009-08-03,14450.000000,14600.000000,14050.000000,14450.000000,10045.239258,4
2009-08-04,14500.000000,15450.000000,14500.000000,15300.000000,10636.133789,1727000
2009-08-05,15150.000000,15300.000000,14750.000000,15150.000000,10531.860352,4
2009-08-06,15250.000000,15450.000000,15150.000000,15250.000000,10601.377930,4
2009-08-07,15000.000000,15250.000000,14950.000000,15000.000000,10427.583008,4
2009-08-10,14700.000000,15000.000000,14650.000000,14700.000000,10219.030273,4
2009-08-11,14700.000000,14700.000000,14500.000000,14700.000000,10219.030273,4
2009-08-12,14800.000000,14900.000000,14550.000000,14600.000000,10149.514648,250500
2009-08-13,14850.000000,15000.000000,14800.000000,14850.000000,10323.307617,4
2009-08-14,15000.000000,15300.000000,14800.000000,15000.000000,10427.583008,4
2009-08-18,14950.000000,15000.000000,14200.000000,14950.000000,10392.825195,4
2009-08-19,14500.000000,15100.000000,14400.000000,14500.000000,10079.998047,4
2009-08-20,14700.000000,14750.000000,14600.000000,14700.000000,10219.030273,460000
2009-08-21,14750.000000,14900.000000,14700.000000,14750.000000,10253.792969,4
2009-08-24,14650.000000,14850.000000,14550.000000,14650.000000,10184.274414,4
2009-08-25,14600.000000,14900.000000,14550.000000,14600.000000,10149.514648,4
2009-08-26,14650.000000,14900.000000,14650.000000,14650.000000,10184.274414,4
2009-08-27,14400.000000,14650.000000,14400.000000,14400.000000,10010.480469,4
2009-08-28,14500.000000,14500.000000,14150.000000,14500.000000,10079.998047,4
2009-08-31,14300.000000,14800.000000,14300.000000,14300.000000,9940.962891,4
2009-09-01,14050.000000,14350.000000,14050.000000,14050.000000,9767.169922,4
2009-09-02,14600.000000,14750.000000,13900.000000,14600.000000,10149.514648,4
2009-09-03,14600.000000,14800.000000,14600.000000,14600.000000,10149.514648,595000
2009-09-04,14600.000000,14600.000000,14550.000000,14600.000000,10149.514648,278500
2009-09-07,14450.000000,14500.000000,14400.000000,14450.000000,10045.239258,4
2009-09-08,14250.000000,14250.000000,14100.000000,14250.000000,9906.203125,421500
2009-09-09,14200.000000,14450.000000,14150.000000,14200.000000,9871.447266,4
2009-09-10,14250.000000,14300.000000,14250.000000,14250.000000,9906.203125,88000
2009-09-11,14250.000000,14300.000000,14250.000000,14250.000000,9906.203125,176500
2009-09-14,13700.000000,14250.000000,13700.000000,13700.000000,9523.858398,4
2009-09-15,14000.000000,14100.000000,13900.000000,14000.000000,9732.412109,4
2009-09-16,14300.000000,14300.000000,14050.000000,14300.000000,9940.962891,4
2009-09-17,14700.000000,14700.000000,14200.000000,14700.000000,10219.030273,4
2009-09-24,14900.000000,15050.000000,14250.000000,14900.000000,10358.066406,4
2009-09-25,14600.000000,15000.000000,14400.000000,14600.000000,10149.514648,4
2009-09-28,14450.000000,14750.000000,14400.000000,14450.000000,10045.239258,4
2009-09-29,14750.000000,14850.000000,14450.000000,14750.000000,10253.792969,4
2009-09-30,14900.000000,14900.000000,14750.000000,14900.000000,10358.066406,4
2009-10-01,14900.000000,14900.000000,14750.000000,14900.000000,10358.066406,4
2009-10-02,14500.000000,14800.000000,14500.000000,14500.000000,10079.998047,4
2009-10-05,14600.000000,14600.000000,14500.000000,14600.000000,10149.514648,26000
2009-10-06,14300.000000,14800.000000,14100.000000,14300.000000,9940.962891,4
2009-10-07,13850.000000,14300.000000,13750.000000,13850.000000,9628.134766,4
2009-10-08,13850.000000,13900.000000,13750.000000,13850.000000,9628.134766,1001000
2009-10-09,14100.000000,14200.000000,13850.000000,14100.000000,9801.926758,4
2009-10-12,13850.000000,14100.000000,13850.000000,13850.000000,9628.134766,4
2009-10-13,14000.000000,14050.000000,13850.000000,14000.000000,9732.412109,4
2009-10-14,14250.000000,14450.000000,14000.000000,14250.000000,9906.203125,4
2009-10-15,14300.000000,14600.000000,14250.000000,14300.000000,9940.962891,4
2009-10-16,14600.000000,14650.000000,14250.000000,14600.000000,10149.514648,4
2009-10-19,14200.000000,14300.000000,14200.000000,14200.000000,9871.447266,4
2009-10-20,14300.000000,14450.000000,14250.000000,14300.000000,9940.962891,213000
2009-10-21,14000.000000,14300.000000,13850.000000,14000.000000,9732.412109,4
2009-10-22,13900.000000,14050.000000,13700.000000,13900.000000,9662.894531,4
2009-10-23,13950.000000,14000.000000,13900.000000,13950.000000,9697.654297,4
2009-10-26,13900.000000,13950.000000,13800.000000,13900.000000,9662.894531,4
2009-10-27,13450.000000,13900.000000,13300.000000,13450.000000,9350.068359,4
2009-10-28,12850.000000,13450.000000,12850.000000,12850.000000,8932.963867,4
2009-10-29,12950.000000,12950.000000,11900.000000,12950.000000,9002.480469,4
2009-10-30,13100.000000,14600.000000,12900.000000,14300.000000,9940.962891,1591000
2009-11-02,13500.000000,15500.000000,13500.000000,15450.000000,10740.411133,2057500
2009-11-03,15550.000000,15850.000000,15450.000000,15550.000000,10809.928711,4
2009-11-04,15200.000000,15400.000000,14850.000000,15200.000000,10566.617188,4
2009-11-05,15000.000000,16450.000000,14950.000000,16100.000000,11192.271484,1663000
2009-11-06,17250.000000,17450.000000,16500.000000,17250.000000,11991.720703,4
2009-11-09,16950.000000,17250.000000,16900.000000,16950.000000,11783.169922,4
2009-11-10,16500.000000,17100.000000,16500.000000,16500.000000,11470.340820,4
2009-11-11,16300.000000,16500.000000,16000.000000,16300.000000,11331.308594,4
2009-11-12,16500.000000,16600.000000,16000.000000,16500.000000,11470.340820,4
2009-11-13,17150.000000,17200.000000,16600.000000,17150.000000,11922.204102,4
2009-11-16,17250.000000,17600.000000,17150.000000,17250.000000,11991.720703,1214500
2009-11-17,16900.000000,17300.000000,16800.000000,16900.000000,11748.413086,4
2009-11-18,16850.000000,16900.000000,16700.000000,16850.000000,11713.652344,4
2009-11-19,17100.000000,17150.000000,16750.000000,17100.000000,11887.445313,4
2009-11-20,16700.000000,17100.000000,16650.000000,16700.000000,11609.375977,4
2009-11-23,17100.000000,17150.000000,16700.000000,17100.000000,11887.445313,4
2009-11-24,17000.000000,17100.000000,16750.000000,17000.000000,11817.929688,651000
2009-11-25,16950.000000,17100.000000,16900.000000,16950.000000,11783.169922,4
2009-11-26,17250.000000,17600.000000,16950.000000,17250.000000,11991.720703,4
2009-11-30,17250.000000,17500.000000,16950.000000,17250.000000,11991.720703,798500
2009-12-01,17700.000000,17700.000000,17200.000000,17700.000000,12304.548828,4
2009-12-02,17900.000000,18650.000000,17900.000000,18500.000000,12860.686523,1484500
2009-12-03,18500.000000,18600.000000,18100.000000,18600.000000,12930.203125,770500
2009-12-04,18600.000000,18800.000000,18300.000000,18500.000000,12860.686523,375000
2009-12-07,18500.000000,18500.000000,18000.000000,18250.000000,12686.893555,369000
2009-12-08,18000.000000,18100.000000,17850.000000,18100.000000,12582.619141,806500
2009-12-09,18700.000000,19250.000000,18000.000000,18700.000000,12999.722656,4
2009-12-10,19300.000000,19350.000000,18650.000000,19300.000000,13416.824219,4
2009-12-11,19900.000000,20000.000000,19500.000000,19900.000000,13833.926758,4
2009-12-14,20750.000000,20900.000000,19850.000000,20750.000000,14424.824219,4
2009-12-15,20400.000000,20750.000000,20150.000000,20400.000000,14181.514648,4
2009-12-16,20250.000000,20400.000000,20000.000000,20250.000000,14077.238281,4
2009-12-17,19800.000000,20250.000000,19800.000000,19800.000000,13764.413086,4
2009-12-21,19850.000000,19850.000000,19700.000000,19850.000000,13799.169922,4
2009-12-22,20250.000000,20500.000000,19900.000000,20250.000000,14077.238281,4
2009-12-23,20000.000000,20500.000000,19950.000000,20000.000000,13903.447266,4
2009-12-28,20150.000000,20500.000000,20150.000000,20450.000000,14216.274414,192000
2009-12-29,20700.000000,20700.000000,20400.000000,20700.000000,14390.067383,4
2009-12-30,21550.000000,21800.000000,20700.000000,21550.000000,14980.962891,4
2010-01-04,21800.000000,22750.000000,21400.000000,21800.000000,15154.754883,353000
2010-01-05,21750.000000,21850.000000,21600.000000,21750.000000,15119.997070,4
2010-01-06,21300.000000,21800.000000,21050.000000,21300.000000,14807.167969,4
2010-01-07,20900.000000,21400.000000,20650.000000,20900.000000,14529.101563,4
2010-01-08,22150.000000,22350.000000,21100.000000,22150.000000,15398.066406,4
2010-01-11,23150.000000,23450.000000,22200.000000,23150.000000,16093.237305,4
2010-01-12,23850.000000,24150.000000,23050.000000,23850.000000,16579.857422,4
2010-01-13,23550.000000,24000.000000,23150.000000,23550.000000,16371.307617,4
2010-01-14,23450.000000,23900.000000,23300.000000,23450.000000,16301.788086,4
2010-01-15,23500.000000,23500.000000,23050.000000,23500.000000,16336.549805,392500
2010-01-18,23500.000000,23750.000000,23250.000000,23350.000000,16232.274414,76000
2010-01-19,24050.000000,24200.000000,23200.000000,24050.000000,16718.894531,4
2010-01-20,24200.000000,24300.000000,24000.000000,24200.000000,16823.169922,4
2010-01-21,24050.000000,24200.000000,23650.000000,24050.000000,16718.894531,4
2010-01-22,23800.000000,23900.000000,23550.000000,23800.000000,16545.099609,1146000
2010-01-25,24000.000000,24000.000000,23500.000000,24000.000000,16684.132813,4
2010-01-26,24000.000000,24000.000000,23300.000000,23300.000000,16197.514648,488000
2010-01-27,23500.000000,23900.000000,23100.000000,23500.000000,16336.549805,4
2010-01-28,24050.000000,24050.000000,23250.000000,24050.000000,16718.894531,4
2010-01-29,24000.000000,24050.000000,23800.000000,24000.000000,16684.132813,4
2010-02-01,24100.000000,24100.000000,23650.000000,24100.000000,16753.652344,4
2010-02-02,24100.000000,24200.000000,24050.000000,24100.000000,16753.652344,522000
2010-02-03,24600.000000,24750.000000,24100.000000,24600.000000,17101.236328,4
2010-02-04,25750.000000,26500.000000,24600.000000,25750.000000,17900.687500,4
2010-02-05,25000.000000,25950.000000,24550.000000,25000.000000,17379.310547,1052000
2010-02-08,24100.000000,25000.000000,23850.000000,24100.000000,16753.652344,1138500
2010-02-09,24250.000000,24250.000000,23650.000000,24250.000000,16857.927734,1135500
2010-02-10,24250.000000,24400.000000,24100.000000,24250.000000,16857.927734,398500
2010-02-11,23950.000000,24500.000000,23550.000000,23950.000000,16649.378906,162500
2010-02-12,24200.000000,24450.000000,24200.000000,24200.000000,16823.169922,508500
2010-02-15,23950.000000,24300.000000,23800.000000,23950.000000,16649.378906,31500
2010-02-16,24250.000000,24250.000000,24000.000000,24250.000000,16857.927734,123000
2010-02-17,24300.000000,24350.000000,24250.000000,24300.000000,16892.685547,115500
2010-02-18,24100.000000,24250.000000,24000.000000,24100.000000,16753.652344,146000
2010-02-19,24050.000000,24100.000000,23700.000000,24050.000000,16718.894531,152000
2010-02-22,24050.000000,24100.000000,24050.000000,24050.000000,16718.894531,327500
2010-02-23,24600.000000,24650.000000,24000.000000,24600.000000,17101.236328,1877500
2010-02-24,25600.000000,25700.000000,24500.000000,25600.000000,17796.410156,1621000
2010-02-25,26050.000000,26300.000000,25600.000000,26050.000000,18109.238281,877000
2010-03-01,27100.000000,27150.000000,26050.000000,27100.000000,18839.167969,770000
2010-03-02,27450.000000,27800.000000,27000.000000,27450.000000,19082.482422,786000
2010-03-03,27750.000000,28000.000000,27250.000000,27750.000000,19291.033203,658500
2010-03-04,27700.000000,27750.000000,27450.000000,27700.000000,19256.269531,829500
2010-03-05,27000.000000,27650.000000,26600.000000,27000.000000,18769.648438,865000
2010-03-08,26500.000000,27100.000000,26450.000000,26500.000000,18422.064453,511500
2010-03-09,26850.000000,27100.000000,26500.000000,26850.000000,18665.376953,599500
2010-03-10,27100.000000,27200.000000,26550.000000,27100.000000,18839.167969,1340500
2010-03-11,27100.000000,27300.000000,26700.000000,27100.000000,18839.167969,314500
2010-03-12,26800.000000,26850.000000,26650.000000,26800.000000,18630.615234,308000
2010-03-15,26800.000000,26950.000000,26750.000000,26800.000000,18630.615234,335000
2010-03-17,27200.000000,27500.000000,27000.000000,27200.000000,18908.689453,699000
2010-03-18,27350.000000,27750.000000,27000.000000,27350.000000,19012.962891,685500
2010-03-19,27000.000000,27350.000000,26900.000000,27000.000000,18769.648438,1257500
2010-03-22,27000.000000,27100.000000,26900.000000,27000.000000,18769.648438,567500
2010-03-23,26700.000000,27100.000000,26600.000000,26700.000000,18561.099609,379500
2010-03-24,25900.000000,26850.000000,25800.000000,25900.000000,18004.960938,776000
2010-03-25,25800.000000,26300.000000,25650.000000,25800.000000,17935.441406,1014500
2010-03-26,25600.000000,25800.000000,25050.000000,25600.000000,17796.410156,1648500
2010-03-29,25500.000000,25600.000000,24650.000000,25500.000000,17726.894531,1145500
2010-03-30,25350.000000,26000.000000,24800.000000,25350.000000,17622.617188,2156000
2010-03-31,24750.000000,25550.000000,24600.000000,24750.000000,17205.513672,1672000
2010-04-01,25250.000000,25300.000000,24750.000000,25250.000000,17553.099609,1314500
2010-04-05,25300.000000,25700.000000,25150.000000,25300.000000,17587.859375,1301500
2010-04-06,25600.000000,26100.000000,25300.000000,25600.000000,17796.410156,2270000
2010-04-07,27000.000000,27000.000000,25700.000000,27000.000000,18769.648438,2266500
2010-04-08,28100.000000,28350.000000,26800.000000,28100.000000,19534.339844,1856000
2010-04-09,27600.000000,28500.000000,27400.000000,27600.000000,19186.753906,1351500
2010-04-12,27600.000000,28000.000000,27100.000000,27600.000000,19186.753906,1182500
2010-04-13,27150.000000,27700.000000,27100.000000,27150.000000,18873.925781,1136500
2010-04-14,27500.000000,27500.000000,27100.000000,27500.000000,19117.238281,561000
2010-04-15,28300.000000,28400.000000,27500.000000,28300.000000,19673.375000,926000
2010-04-16,27050.000000,28300.000000,26500.000000,27050.000000,18804.412109,1105000
2010-04-19,27100.000000,27100.000000,26600.000000,27100.000000,18839.167969,595500
2010-04-20,27500.000000,27500.000000,27000.000000,27500.000000,19117.238281,455500
2010-04-21,27400.000000,27450.000000,27000.000000,27400.000000,19047.716797,709500
2010-04-22,27000.000000,27000.000000,26400.000000,27000.000000,18769.648438,3
2010-04-23,26700.000000,26950.000000,26550.000000,26700.000000,18561.099609,342000
2010-04-26,27600.000000,27750.000000,26800.000000,27600.000000,19186.753906,499500
2010-04-27,27450.000000,27600.000000,26800.000000,27450.000000,19082.482422,507500
2010-04-28,27550.000000,27750.000000,26850.000000,27550.000000,19151.996094,553000
2010-04-29,27400.000000,27600.000000,27100.000000,27400.000000,19047.716797,376000
2010-04-30,27600.000000,27600.000000,27050.000000,27600.000000,19186.753906,1038000
2010-05-03,27650.000000,27900.000000,27600.000000,27650.000000,19221.513672,520000
2010-05-04,28100.000000,28200.000000,27750.000000,28100.000000,19534.339844,799500
2010-05-05,27950.000000,28650.000000,27400.000000,27950.000000,19430.060547,965000
2010-05-06,28200.000000,28250.000000,27750.000000,28200.000000,19603.853516,861500
2010-05-07,28000.000000,28800.000000,27900.000000,28000.000000,19464.824219,1466500
2010-05-10,28400.000000,28400.000000,27850.000000,28200.000000,19603.853516,869500
2010-05-11,28400.000000,28900.000000,28350.000000,28400.000000,19742.894531,1094500
2010-05-12,31400.000000,31600.000000,29300.000000,31400.000000,21828.414063,1739000
2010-05-14,31450.000000,32400.000000,30800.000000,31450.000000,21863.166016,1604500
2010-05-17,31150.000000,31850.000000,29550.000000,31150.000000,21654.615234,1170500
2010-05-18,31100.000000,31700.000000,31050.000000,31100.000000,21619.857422,673000
2010-05-19,30800.000000,31000.000000,30450.000000,30800.000000,21411.306641,1552500
2010-05-20,31300.000000,31850.000000,30500.000000,31300.000000,21758.892578,1303500
2010-05-21,29900.000000,31000.000000,29900.000000,29900.000000,20785.650391,1439000
2010-05-24,31500.000000,32500.000000,30100.000000,31500.000000,21897.925781,1649000
2010-05-25,31800.000000,32600.000000,31100.000000,31800.000000,22106.480469,4711500
